gene,region,average_expression,log2FC,pval,adj_pval,direction
ZIC1,Nasal,0.1625,1.185,1.26e-7,7.86e-5,enriched
EFNA5,Nasal,0.7614,1.158,1.02e-11,2.2e-8,enriched
SOHO-1,Nasal,0.4396,1.129,6.89e-24,8.17e-20,enriched
LOC107054051,Nasal,0.0646,1.04,2.18e-10,3.04e-7,enriched
LOC112533010,Nasal,0.035,1.04,5.32e-9,6.31e-6,enriched
HMX1,Nasal,0.7218,1.03,9.83e-21,3.88e-17,enriched
ZIC4,Nasal,0.0528,0.943,8.45e-8,6.26e-5,enriched
LOC422872,Nasal,0.2095,0.942,8.15e-11,1.38e-7,enriched
PLXDC2,Nasal,0.0792,0.919,9.89e-6,0.00168,enriched
ASIC2,Nasal,0.1269,0.859,4.22e-4,0.02,enriched
EFNA2,Nasal,0.1137,0.824,3.89e-14,1.15e-10,enriched
AHNAK2,Nasal,0.1116,0.818,4.99e-4,0.0225,enriched
COL9A3,Nasal,0.1181,0.811,2.35e-5,0.00312,enriched
MYOF,Nasal,0.0563,0.731,1.09e-6,4.1e-4,enriched
C4H2orf81,Nasal,0.0082,0.72,8.44e-4,0.0314,enriched
TSKU,Nasal,0.0597,0.677,1.06e-6,4.07e-4,enriched
ADCYAP1R1,Nasal,0.2337,0.629,1.76e-6,5.36e-4,enriched
RERG,Nasal,0.0595,0.596,4.49e-5,0.00475,enriched
ZBTB32,Nasal,0.0697,0.589,2.25e-4,0.0134,enriched
LEF1,Nasal,0.0663,0.568,2.32e-5,0.00311,enriched
FZD4,Nasal,0.0863,0.429,1.6e-4,0.0107,enriched
MIR6602,Nasal,0.15310000000000001,0.418,1.75e-10,2.59e-7,enriched
NAAA,Nasal,0.0457,0.414,2.39e-4,0.014,enriched
FAT4,Nasal,0.0978,0.411,0.00105,0.036,enriched
CNN2,Nasal,0.0197,0.41,0.0012,0.0391,enriched
RASSF7,Nasal,0.1186,0.406,0.00126,0.0406,enriched
SAE1,Nasal,0.3015,0.391,8.39e-8,6.26e-5,enriched
NKIRAS1,Nasal,0.0531,0.385,3.54e-4,0.0181,enriched
LOC112532577,Nasal,0.0367,0.379,7.05e-4,0.0283,enriched
EPB41L3,Nasal,0.1496,0.367,4.67e-6,0.00101,enriched
AHSA1,Nasal,0.5104,0.366,1.92e-5,0.00276,enriched
EMG1,Nasal,0.1596,0.354,2.48e-6,6.54e-4,enriched
CLMP,Nasal,0.2823,0.346,3.84e-6,8.51e-4,enriched
VWC2,Nasal,0.1528,0.344,5.4e-5,0.00535,enriched
SEPT9,Nasal,0.5104,0.341,1.7e-8,1.55e-5,enriched
LOC768772,Nasal,0.0681,0.338,6.51e-4,0.0269,enriched
PDLIM4,Nasal,0.2103,0.332,1.72e-5,0.00253,enriched
MYL9,Nasal,0.1841,0.332,9.18e-4,0.0331,enriched
LOC107054301,Nasal,0.1145,0.325,6.6e-5,0.00598,enriched
ZFAND2A,Nasal,0.117,0.324,0.00104,0.0358,enriched
RPP38,Nasal,0.0772,0.317,0.00102,0.0354,enriched
TP53I11,Nasal,0.6225,0.317,3.47e-4,0.0179,enriched
EPAS1,Nasal,0.3149,0.314,1.48e-5,0.00228,enriched
RARB,Nasal,1.055,0.306,1.39e-4,0.0097,enriched
LARGE2,Nasal,0.1446,0.302,1.45e-5,0.00225,enriched
C9orf116,Nasal,0.1328,0.298,0.00175,0.0499,enriched
APBA2,Nasal,0.3265,0.296,1.11e-4,0.00842,enriched
CLRN1,Nasal,0.3371,0.296,8.56e-5,0.00706,enriched
TMEM14C,Nasal,0.1332,0.294,3.32e-4,0.0175,enriched
NPM3,Nasal,0.1502,0.278,9.73e-4,0.0345,enriched
CRABP2,Nasal,0.4535,0.275,1.08e-5,0.00178,enriched
LOC771811,Nasal,0.0874,0.265,1.07e-4,0.00824,enriched
PIM1,Nasal,0.0994,0.263,5.9e-4,0.0251,enriched
TMSB15B,Nasal,1.8021,0.256,2.91e-6,7.19e-4,enriched
TDP2,Nasal,0.1965,0.254,1.06e-4,0.00819,enriched
FAM124A,Nasal,0.4668,0.253,6.92e-5,0.00614,enriched
MVD,Nasal,0.2898,0.251,7.6e-4,0.0296,enriched
FAM175A,Nasal,0.1017,0.249,0.00136,0.0426,enriched
ARL4C,Nasal,1.1053,0.249,9.36e-4,0.0336,enriched
TPRG1L,Nasal,0.3153,0.247,0.00126,0.0408,enriched
HH3L,Nasal,0.2923,0.244,4.24e-4,0.0201,enriched
MYCN,Nasal,0.4422,0.24,0.00135,0.0423,enriched
CLN6,Nasal,0.4097,0.239,5.68e-6,0.00116,enriched
PMEPA1,Nasal,0.6887,0.238,6.99e-5,0.00616,enriched
CTNNBIP1,Nasal,0.5561,0.236,1.25e-7,7.86e-5,enriched
NSDHL,Nasal,0.2146,0.235,1.93e-4,0.012,enriched
PRKD1,Nasal,0.282,0.232,1.43e-4,0.00991,enriched
QARS,Nasal,0.2199,0.231,5.67e-5,0.00545,enriched
PLOD2,Nasal,0.6112,0.23,1.63e-5,0.00241,enriched
ADAMTS7,Nasal,0.1904,0.226,9.84e-4,0.0348,enriched
CRB2,Nasal,0.4942,0.225,6.3e-6,0.0012,enriched
WBP11,Nasal,0.242,0.22,0.00104,0.0358,enriched
FOXI3,Nasal,0.3958,0.22,0.0013,0.0415,enriched
KDELC1,Nasal,0.1932,0.219,1.41e-4,0.00985,enriched
NUTF2,Nasal,0.7693,0.217,1.3e-5,0.00206,enriched
TSHZ3,Nasal,0.1866,0.217,0.00104,0.0358,enriched
GGPS1,Nasal,0.1407,0.217,6.78e-4,0.0276,enriched
NEK6,Nasal,0.5481,0.214,3.82e-5,0.00433,enriched
HSPE1,Nasal,1.2251,0.212,5.53e-4,0.0241,enriched
PWP1,Nasal,0.1701,0.206,5.75e-4,0.0247,enriched
ECHDC3,Nasal,0.1224,0.205,4.12e-4,0.0198,enriched
SPATA13,Nasal,0.4489,0.2,6.33e-4,0.0263,enriched
GCSH,Nasal,0.7778,0.198,3.42e-4,0.0177,enriched
GBE1,Nasal,0.5768,0.196,1.8e-6,5.4e-4,enriched
IGSF21,Nasal,0.3564,0.196,3.47e-4,0.0179,enriched
FDPS,Nasal,1.0476,0.196,4.24e-5,0.00459,enriched
NUDT7,Nasal,0.2209,0.193,2.46e-4,0.0142,enriched
ISCU,Nasal,0.2086,0.192,0.00156,0.0465,enriched
CKB,Nasal,3.6919,0.192,2.98e-4,0.0162,enriched
BMPR1A,Nasal,0.4657,0.192,0.00115,0.0381,enriched
MRPS14,Nasal,0.30620000000000003,0.192,5.5e-4,0.024,enriched
SSBP1,Nasal,0.778,0.191,1.24e-6,4.47e-4,enriched
KPNA2,Nasal,0.5289,0.19,0.0015,0.0454,enriched
ABLIM1,Nasal,0.8836,0.19,8.81e-5,0.00715,enriched
MRTO4,Nasal,0.5088,0.189,3.21e-5,0.00379,enriched
SSR3,Nasal,0.6518,0.189,1.46e-4,0.0101,enriched
LOC107055293,Nasal,0.162,0.188,7.77e-4,0.0299,enriched
SMIM4,Nasal,0.7353,0.187,3.35e-6,7.87e-4,enriched
UQCRQ,Nasal,0.7128,0.186,2.53e-5,0.00331,enriched
CNDP2,Nasal,0.3497,0.186,4.08e-4,0.0198,enriched
TIMM23B,Nasal,0.4315,0.186,6.6e-6,0.00122,enriched
UBE2N,Nasal,0.8362,0.185,2.4e-4,0.014,enriched
ACOT13,Nasal,0.4921,0.185,0.00152,0.0457,enriched
MCTS1,Nasal,0.5406,0.182,1.35e-4,0.0096,enriched
DDX24,Nasal,0.3556,0.179,1.12e-4,0.00844,enriched
RNF26,Nasal,0.1456,0.178,0.00112,0.0373,enriched
TCTN3,Nasal,0.3079,0.178,4.82e-4,0.0222,enriched
CHEK1,Nasal,0.504,0.177,0.00122,0.0397,enriched
DNMT3B,Nasal,0.209,0.174,4.03e-4,0.0197,enriched
PDIA6,Nasal,0.55,0.172,5.39e-4,0.0238,enriched
DBI,Nasal,1.005,0.172,2.67e-4,0.0151,enriched
PTK7,Nasal,0.2142,0.171,1.62e-4,0.0108,enriched
SHROOM3,Nasal,0.8935,0.17,2.05e-7,1.15e-4,enriched
ARPC4-TTLL3,Nasal,0.4134,0.169,1.69e-4,0.011,enriched
PEBP1,Nasal,1.3415,0.169,2.31e-6,6.45e-4,enriched
POLR1D,Nasal,0.3914,0.169,6.6e-4,0.0271,enriched
TTLL12,Nasal,0.2742,0.168,5.42e-4,0.0239,enriched
CBY1,Nasal,1.0436,0.167,3.3e-5,0.00385,enriched
SFRP2,Nasal,0.4563,0.167,0.00127,0.0409,enriched
CNBP,Nasal,1.3726,0.166,2.89e-4,0.0159,enriched
PTGES3,Nasal,0.8836,0.166,5.21e-5,0.00521,enriched
MRPL48,Nasal,0.4498,0.165,2.18e-5,0.00297,enriched
EIF2S2,Nasal,0.9512,0.165,5.14e-6,0.00109,enriched
COPE,Nasal,0.7259,0.165,4.11e-4,0.0198,enriched
CNIH1,Nasal,0.4906,0.165,0.00104,0.0358,enriched
TPM1,Nasal,0.3306,0.164,8.66e-5,0.00706,enriched
AIMP2,Nasal,0.305,0.164,0.00129,0.0415,enriched
TCF7L1,Nasal,0.2741,0.164,3.31e-5,0.00385,enriched
GPR37,Nasal,0.4518,0.163,0.00148,0.045,enriched
PSMC2,Nasal,0.4897,0.162,0.0014,0.0433,enriched
POP4,Nasal,0.2381,0.162,9.06e-4,0.0327,enriched
PSMA5,Nasal,0.654,0.162,3.79e-4,0.0188,enriched
SSBP4,Nasal,0.543,0.162,0.00101,0.0352,enriched
PPP1CA,Nasal,0.9404,0.162,1.54e-4,0.0104,enriched
FKBP3,Nasal,1.0446,0.162,6.21e-4,0.026,enriched
SH3BGRL,Nasal,0.451,0.16,8.41e-4,0.0314,enriched
RPS6KA3,Nasal,0.6052,0.159,3.99e-4,0.0196,enriched
PDCD5,Nasal,0.6832,0.159,3.19e-4,0.017,enriched
HNRNPDL,Nasal,0.7002,0.159,1.75e-4,0.0113,enriched
LLPH,Nasal,0.437,0.158,0.00161,0.0473,enriched
MEA1,Nasal,0.3553,0.158,0.00151,0.0457,enriched
ECI1,Nasal,0.308,0.157,7.09e-4,0.0284,enriched
SDK2,Nasal,0.2742,0.157,0.00163,0.0478,enriched
FIGNL2,Nasal,0.4105,0.157,4.72e-4,0.0219,enriched
GSPT1,Nasal,0.6469,0.156,8.03e-5,0.00678,enriched
SNU13,Nasal,1.0011,0.154,2.04e-4,0.0125,enriched
MRPS11,Nasal,0.5022,0.154,3.09e-4,0.0166,enriched
COMMD7,Nasal,0.6171,0.154,0.00147,0.045,enriched
MIF,Nasal,2.6978,0.152,3.55e-4,0.0181,enriched
POLR2I,Nasal,0.6561,0.152,3.77e-4,0.0188,enriched
BORCS8,Nasal,0.3329,0.151,0.00154,0.0462,enriched
MRPL23,Nasal,0.6232,0.151,3.12e-4,0.0167,enriched
CD276,Nasal,0.2303,0.15,0.00114,0.038,enriched
IMPDH2,Nasal,0.499,0.15,0.00126,0.0406,enriched
UBE2I,Nasal,0.691,0.15,4.94e-4,0.0224,enriched
OTUB1,Nasal,0.416,0.15,6.87e-4,0.0278,enriched
LOC107050177,Nasal,0.8968,0.15,7.91e-4,0.0304,enriched
RRS1,Nasal,0.6089,0.149,8.45e-4,0.0314,enriched
MRPS24,Nasal,0.5795,0.148,0.00175,0.0499,enriched
ADAT2,Nasal,0.2047,0.148,0.00116,0.0384,enriched
PPIA,Nasal,3.1335,0.147,1.61e-4,0.0107,enriched
NUDC,Nasal,0.3656,0.147,9.4e-4,0.0337,enriched
SNRPE,Nasal,1.4637,0.147,0.00147,0.045,enriched
PHF5A,Nasal,0.512,0.146,0.00131,0.0416,enriched
POLR2F,Nasal,0.6004,0.146,7.64e-4,0.0297,enriched
CYFIP1,Nasal,0.8129,0.146,7.67e-4,0.0297,enriched
MPHOSPH6,Nasal,0.4423,0.146,5.92e-4,0.0251,enriched
SMARCB1,Nasal,0.4988,0.146,9.59e-4,0.0342,enriched
ABHD17A,Nasal,0.3753,0.146,5.47e-5,0.0054,enriched
PSMA1,Nasal,0.7917,0.145,0.00144,0.0443,enriched
ERH,Nasal,1.7684,0.145,4.48e-4,0.021,enriched
GPX1,Nasal,0.5324,0.144,5.06e-4,0.0227,enriched
UBAC1,Nasal,0.2592,0.144,6.9e-4,0.0279,enriched
MYL12A,Nasal,0.9417,0.144,0.00165,0.0481,enriched
STOML2Z,Nasal,0.4305,0.144,1.96e-5,0.0028,enriched
TPM2,Nasal,0.5352,0.144,2.79e-4,0.0155,enriched
POP5,Nasal,0.4613,0.143,3.77e-4,0.0188,enriched
NDUFA8,Nasal,0.9373,0.143,7.12e-4,0.0284,enriched
SRPRA,Nasal,0.2479,0.143,0.00134,0.0422,enriched
IMMT,Nasal,0.3736,0.143,8.35e-4,0.0314,enriched
DPYD,Nasal,0.6016,0.143,4.44e-4,0.0209,enriched
UFC1,Nasal,0.4793,0.142,4.86e-4,0.0223,enriched
UPF3B,Nasal,0.7153,0.142,1.17e-4,0.00871,enriched
POLR2H,Nasal,0.35,0.142,0.00164,0.048,enriched
HMGA1,Nasal,0.4171,0.141,0.00143,0.0439,enriched
HMGN5,Nasal,1.9428,0.141,8.09e-4,0.0308,enriched
LHX2,Nasal,0.4655,0.14,1.22e-4,0.00886,enriched
RER1,Nasal,0.3897,0.14,5.1e-4,0.0228,enriched
SPCS2,Nasal,0.3089,0.139,7.73e-4,0.0299,enriched
PSMG3,Nasal,0.4393,0.139,4.21e-5,0.00459,enriched
OAZ2,Nasal,0.7563,0.138,0.00102,0.0352,enriched
PPIB,Nasal,1.5946,0.138,2.91e-5,0.00367,enriched
ARL6IP1,Nasal,0.4589,0.138,1.55e-4,0.0105,enriched
CTNND2,Nasal,1.183,0.138,9.99e-4,0.035,enriched
NDUFB6,Nasal,1.0922,0.136,6.15e-5,0.00571,enriched
SET,Nasal,1.8633,0.136,5.53e-5,0.00544,enriched
SSR1,Nasal,0.7577,0.136,1.38e-4,0.00968,enriched
CAPZB,Nasal,0.7772,0.136,4.6e-5,0.00485,enriched
NDUFB4,Nasal,1.1381,0.135,1.22e-4,0.00886,enriched
NDUFV3,Nasal,0.6195,0.135,7.65e-4,0.0297,enriched
REXO2,Nasal,0.4292,0.135,0.00125,0.0405,enriched
TMOD3,Nasal,0.4771,0.133,0.00168,0.0487,enriched
NUDT16L1,Nasal,1.4261,0.133,0.0015,0.0455,enriched
SRSF3,Nasal,1.4503,0.133,2.67e-4,0.0151,enriched
LOC107050176,Nasal,0.3793,0.133,4.14e-5,0.00459,enriched
MDH2,Nasal,0.7048,0.132,0.00118,0.0388,enriched
MRPS17,Nasal,0.5889,0.132,5.59e-4,0.0241,enriched
ITGB1,Nasal,0.8458,0.132,0.00125,0.0405,enriched
NEDD8,Nasal,0.5182,0.132,2.4e-5,0.00318,enriched
RHOA,Nasal,1.6526,0.131,8.48e-6,0.0015,enriched
TRAM1,Nasal,0.5805,0.131,7.96e-4,0.0305,enriched
ACP1,Nasal,0.7076,0.131,3.1e-4,0.0166,enriched
SNRPD3,Nasal,1.2627,0.129,9.7e-4,0.0344,enriched
MARCKSL1,Nasal,1.5855,0.128,6.58e-5,0.00598,enriched
CBX5,Nasal,1.0084,0.128,6.07e-4,0.0257,enriched
GNAI2,Nasal,0.7313,0.127,1.01e-4,0.00801,enriched
THOC7,Nasal,0.8077,0.127,2.9e-4,0.0159,enriched
CA2,Nasal,3.4786,0.127,8.01e-4,0.0306,enriched
C26H6ORF125,Nasal,0.451,0.127,3.4e-4,0.0177,enriched
REST,Nasal,0.4399,0.127,8.68e-4,0.0317,enriched
RAN,Nasal,1.5661,0.126,0.00161,0.0475,enriched
PSMB7,Nasal,0.9137,0.126,1.84e-4,0.0116,enriched
LOC107049719,Nasal,0.6644,0.126,6.99e-5,0.00616,enriched
YWHAE,Nasal,1.7698,0.125,1.75e-5,0.00255,enriched
GLI3,Nasal,0.9452,0.125,2.2e-5,0.00298,enriched
LSM12,Nasal,0.7695,0.125,5.46e-4,0.0239,enriched
LASP1,Nasal,0.413,0.125,7.57e-4,0.0296,enriched
MRPL35,Nasal,0.6358,0.124,0.00173,0.0498,enriched
ATP5C1,Nasal,0.9467,0.123,0.00132,0.0418,enriched
MANF,Nasal,0.939,0.123,0.00167,0.0486,enriched
BMI1,Nasal,0.5495,0.123,0.00117,0.0386,enriched
NDUFA6,Nasal,0.8045,0.122,1.31e-4,0.00936,enriched
ACTB,Nasal,2.6512,0.122,3.97e-5,0.00448,enriched
UBE2V1,Nasal,0.6024,0.121,6.06e-4,0.0257,enriched
PSMC1,Nasal,0.6057,0.121,0.00101,0.0352,enriched
ATP5G3,Nasal,1.819,0.12,2.77e-4,0.0154,enriched
SEC13,Nasal,0.4211,0.118,3.3e-4,0.0174,enriched
PRELID1,Nasal,1.4076,0.118,8.56e-4,0.0314,enriched
CIRBP,Nasal,2.4172,0.118,5.2e-5,0.00521,enriched
SRP9,Nasal,0.4532,0.118,2.28e-4,0.0135,enriched
mesd,Nasal,0.5019,0.117,4.55e-4,0.0212,enriched
PDAP1,Nasal,0.7992,0.117,5.8e-5,0.0055,enriched
MYCBP,Nasal,0.5224,0.117,5.88e-4,0.0251,enriched
UQCRB,Nasal,0.8847,0.116,0.00135,0.0423,enriched
ATP5L,Nasal,1.5907,0.116,1.27e-4,0.00914,enriched
SRSF7,Nasal,1.0614,0.116,4.93e-4,0.0224,enriched
MORF4L1,Nasal,0.855,0.114,3.76e-5,0.00429,enriched
NDUFA4,Nasal,1.2278,0.114,0.00142,0.0439,enriched
NPM1,Nasal,1.8766,0.112,4.13e-5,0.00459,enriched
PES1,Nasal,0.3292,0.111,0.00139,0.0432,enriched
DDX19B,Nasal,0.9944,0.111,2.7e-4,0.0152,enriched
CDC42SE1,Nasal,0.4407,0.109,0.00164,0.0479,enriched
MRPL54,Nasal,1.3925,0.108,9.28e-4,0.0334,enriched
POLR2L,Nasal,1.0051,0.108,0.00112,0.0373,enriched
COMMD5,Nasal,0.572,0.107,0.00149,0.0454,enriched
USMG5,Nasal,0.9687,0.107,3.03e-5,0.0037,enriched
NLGN1,Nasal,1.0817,0.107,0.00132,0.0418,enriched
HDLBP,Nasal,0.9047,0.105,2.58e-4,0.0147,enriched
COX4I1,Nasal,1.5545,0.104,3.36e-4,0.0176,enriched
HDGF,Nasal,1.7176,0.104,8.14e-5,0.00683,enriched
PRPS1,Nasal,0.4674,0.104,0.00154,0.0462,enriched
HNRNPH3,Nasal,1.6593,0.104,3.74e-4,0.0188,enriched
HSBP1,Nasal,1.1542,0.103,7.02e-4,0.0283,enriched
UBC,Nasal,2.4066,0.103,1.43e-4,0.00991,enriched
PPIL1,Nasal,0.7646,0.103,4.01e-4,0.0196,enriched
CTNNB1,Nasal,0.7156,0.102,0.00124,0.0403,enriched
ATP5H,Nasal,1.1894,0.101,0.00124,0.0403,enriched
DSTN,Nasal,2.1679,0.101,1.69e-4,0.011,enriched
SERP1,Nasal,0.9638,0.101,8.74e-4,0.0318,enriched
HNRNPH2,Nasal,1.9884,0.1,1.72e-4,0.0112,enriched
PTMA,Nasal,3.3054,0.1,7.06e-5,0.0062,enriched
ANP32B,Nasal,1.9542,0.098,0.00105,0.036,enriched
COX7A2L,Nasal,0.6602,0.096,3.5e-4,0.018,enriched
CHURC1,Nasal,1.4672,0.096,1.44e-4,0.00993,enriched
ZMAT2,Nasal,0.5847,0.095,7.56e-4,0.0296,enriched
CCND1,Nasal,2.0619,0.095,6.59e-5,0.00598,enriched
UQCRH,Nasal,1.3836,0.095,7.16e-5,0.00624,enriched
CDV3,Nasal,0.854,0.092,3.57e-4,0.0181,enriched
TARDBP,Nasal,0.6839,0.09,0.0011,0.0371,enriched
UQCR11,Nasal,0.9279,0.09,0.00158,0.047,enriched
HYPK,Nasal,0.9491,0.088,8.76e-4,0.0318,enriched
SUMO2,Nasal,1.8051,0.084,8.46e-4,0.0314,enriched
CNN3,Nasal,0.7691,0.083,0.00155,0.0464,enriched
SF3B5,Nasal,1.0997,0.082,4.6e-4,0.0214,enriched
C14orf2,Nasal,1.3729,0.081,4.94e-4,0.0224,enriched
CALM1,Nasal,2.0248,0.08,6.28e-4,0.0262,enriched
COX7A2,Nasal,1.3364,0.076,2.06e-4,0.0125,enriched
GNG5,Nasal,1.6363,0.065,0.00141,0.0436,enriched
RPL10A,Nasal,2.7299,0.058,0.00175,0.0499,enriched
PNRC1,Nasal,2.1299,-0.084,0.00107,0.0364,de-enriched
NOVA1,Nasal,0.9109,-0.095,1.29e-4,0.00926,de-enriched
POLA1,Nasal,0.8078,-0.097,4.5e-4,0.0211,de-enriched
PPP2R5E,Nasal,0.6226,-0.1,0.00108,0.0368,de-enriched
USP9X,Nasal,0.8419,-0.104,4.46e-5,0.00475,de-enriched
PAN3,Nasal,0.6177,-0.109,8.53e-4,0.0314,de-enriched
CUX1,Nasal,1.1252,-0.112,4.9e-5,0.00509,de-enriched
DAB1,Nasal,2.0205,-0.113,6.7e-5,0.00603,de-enriched
WASF3,Nasal,0.5198,-0.115,0.00131,0.0416,de-enriched
TNRC6B,Nasal,1.4834,-0.119,1.57e-4,0.0105,de-enriched
WAPL,Nasal,0.7474,-0.119,1.11e-5,0.00179,de-enriched
ANKRD10,Nasal,0.9098,-0.12,8.16e-4,0.0309,de-enriched
CCDC88A,Nasal,0.923,-0.121,1.88e-4,0.0118,de-enriched
KIAA0232,Nasal,0.6281,-0.121,8.35e-5,0.00695,de-enriched
BCL7A,Nasal,0.8987,-0.123,2.78e-5,0.00357,de-enriched
SPDL1,Nasal,0.3874,-0.124,0.00136,0.0426,de-enriched
SLC44A5,Nasal,0.3726,-0.124,8.32e-4,0.0313,de-enriched
NUP50,Nasal,0.4116,-0.125,0.00109,0.037,de-enriched
CACNA1D,Nasal,0.6677,-0.128,0.0011,0.0371,de-enriched
KLC1,Nasal,0.4043,-0.129,6.12e-4,0.0258,de-enriched
USP7,Nasal,0.6555,-0.13,2.5e-4,0.0143,de-enriched
FNBP1L,Nasal,0.8959,-0.13,2.95e-4,0.0161,de-enriched
USP38,Nasal,0.3108,-0.132,0.0013,0.0415,de-enriched
CEP170,Nasal,0.8802,-0.133,6.37e-7,2.8e-4,de-enriched
MPP7,Nasal,0.5731,-0.134,0.0011,0.0371,de-enriched
ATP9B,Nasal,0.3739,-0.135,0.00169,0.049,de-enriched
CSNK1D,Nasal,0.6148,-0.137,2.35e-4,0.0138,de-enriched
NEDD1,Nasal,0.2302,-0.142,0.00149,0.0454,de-enriched
RBM38,Nasal,1.3517,-0.142,1.55e-5,0.00236,de-enriched
CEP170B,Nasal,0.5922,-0.143,1.25e-4,0.00909,de-enriched
TRIO,Nasal,1.0098,-0.144,0.00157,0.0467,de-enriched
CMPK1,Nasal,0.2239,-0.144,0.00155,0.0463,de-enriched
GALNT7,Nasal,0.4916,-0.145,5.34e-4,0.0237,de-enriched
NHS,Nasal,2.8944,-0.146,7.03e-4,0.0283,de-enriched
MICU3,Nasal,0.2994,-0.147,3.81e-4,0.0189,de-enriched
ACSL3,Nasal,0.3076,-0.15,3.77e-4,0.0188,de-enriched
PHLPP1,Nasal,1.245,-0.151,0.00158,0.047,de-enriched
ZNF292,Nasal,0.7082,-0.152,2.21e-4,0.0133,de-enriched
ZSWIM5,Nasal,0.7665,-0.153,0.00152,0.0457,de-enriched
LOC112533358,Nasal,0.6021,-0.154,1.49e-4,0.0102,de-enriched
GNAL,Nasal,0.5017,-0.155,8.81e-4,0.032,de-enriched
CASK,Nasal,1.0013,-0.156,6.41e-4,0.0266,de-enriched
KIF3A,Nasal,0.2373,-0.156,4.13e-4,0.0198,de-enriched
SLX4IP,Nasal,0.2929,-0.156,0.0013,0.0415,de-enriched
LCORL,Nasal,0.6598,-0.156,8.53e-4,0.0314,de-enriched
AGAP1,Nasal,0.7362,-0.156,7.04e-4,0.0283,de-enriched
CASZ1,Nasal,0.8151,-0.157,5.66e-4,0.0243,de-enriched
ABI2,Nasal,0.7115,-0.157,6.43e-5,0.00591,de-enriched
ZDHHC14,Nasal,0.3855,-0.158,6.42e-5,0.00591,de-enriched
CEP350,Nasal,0.227,-0.158,0.00169,0.049,de-enriched
MAP1B,Nasal,1.1867,-0.158,0.00146,0.0447,de-enriched
DCK,Nasal,0.3908,-0.161,0.00113,0.0378,de-enriched
XKR4,Nasal,0.948,-0.163,8.46e-4,0.0314,de-enriched
ATP2B4,Nasal,0.7023,-0.166,8.47e-4,0.0314,de-enriched
ASXL3,Nasal,0.4675,-0.168,1.96e-4,0.0121,de-enriched
FAM20B,Nasal,0.315,-0.168,8.59e-5,0.00706,de-enriched
HIPK2,Nasal,0.6702,-0.169,1.86e-4,0.0118,de-enriched
NEO1,Nasal,0.6697,-0.169,3.62e-4,0.0183,de-enriched
AFF2,Nasal,0.5716,-0.17,9.24e-4,0.0333,de-enriched
CAMK2G,Nasal,0.4205,-0.17,6.15e-4,0.0258,de-enriched
KLF12,Nasal,1.1172,-0.171,5.13e-5,0.00521,de-enriched
LRRFIP1,Nasal,0.3421,-0.172,0.00117,0.0386,de-enriched
LEMD3,Nasal,0.2923,-0.173,4.02e-4,0.0196,de-enriched
MBNL2,Nasal,0.7211,-0.173,6.66e-4,0.0272,de-enriched
ALAS1,Nasal,0.3526,-0.173,5.57e-4,0.0241,de-enriched
BAZ1A,Nasal,0.7679,-0.173,2.22e-4,0.0133,de-enriched
ATP2B1,Nasal,0.7336,-0.174,6.98e-7,2.9e-4,de-enriched
QSOX2,Nasal,0.2047,-0.174,0.00172,0.0496,de-enriched
TFDP2,Nasal,1.086,-0.174,5.63e-5,0.00545,de-enriched
MGAT5,Nasal,0.4424,-0.175,0.00127,0.0409,de-enriched
IQSEC1,Nasal,0.2878,-0.176,0.00111,0.0372,de-enriched
NFKB1,Nasal,0.2197,-0.176,0.0016,0.0473,de-enriched
B4GALT6,Nasal,0.3104,-0.177,2.27e-5,0.00306,de-enriched
SCCPDH,Nasal,0.2773,-0.178,3.52e-4,0.0181,de-enriched
UBE2E2,Nasal,0.6757,-0.179,8.56e-4,0.0314,de-enriched
FCHSD2,Nasal,0.2634,-0.18,5.49e-4,0.024,de-enriched
ATP6V0A1,Nasal,0.2222,-0.18,2.43e-4,0.0141,de-enriched
WWOX,Nasal,1.1003,-0.182,6.24e-6,0.0012,de-enriched
BCAS3,Nasal,0.5636,-0.182,0.00108,0.0365,de-enriched
MAP1A,Nasal,0.5391,-0.184,9.85e-4,0.0348,de-enriched
DTNA,Nasal,0.8838,-0.184,5.22e-6,0.0011,de-enriched
DOT1L,Nasal,0.4428,-0.186,6.86e-4,0.0278,de-enriched
VGLL4,Nasal,0.9566,-0.188,6.74e-5,0.00603,de-enriched
PCBP2,Nasal,1.6284,-0.188,6.48e-5,0.00593,de-enriched
SETD7,Nasal,0.3004,-0.189,7.67e-4,0.0297,de-enriched
TNS1,Nasal,0.5136,-0.189,4.26e-4,0.0201,de-enriched
FAR2,Nasal,0.3366,-0.191,5.59e-4,0.0241,de-enriched
SENP7,Nasal,0.2247,-0.191,2.04e-4,0.0125,de-enriched
BIRC2,Nasal,0.2753,-0.191,3.79e-4,0.0188,de-enriched
UBN2,Nasal,0.5356,-0.192,2.38e-6,6.5e-4,de-enriched
PDCL,Nasal,0.3087,-0.192,3.41e-4,0.0177,de-enriched
RBPJ,Nasal,0.4956,-0.192,5.39e-6,0.00112,de-enriched
RPS6KA5,Nasal,0.3282,-0.193,5.23e-4,0.0233,de-enriched
ZCCHC11,Nasal,0.5062,-0.193,3.51e-6,8.01e-4,de-enriched
ROBO2,Nasal,2.315,-0.196,5.52e-8,4.36e-5,de-enriched
ATAD5,Nasal,0.4864,-0.196,2.95e-5,0.00367,de-enriched
METTL24,Nasal,0.2272,-0.196,0.00175,0.05,de-enriched
